transaction_id,date,description,payee,amount,channel
TXN0602,2026-05-15 18:44:00,Transfer,Ravi Kumar,11153,NEFT
TXN0400,2026-05-15 19:23:00,Food,Restaurant A,293,UPI
TXN0911,2026-05-16 08:12:00,Food,Cafe Coffee,848,UPI
TXN0748,2026-05-16 08:43:00,Shopping,Flipkart,2231,NEFT
TXN0703,2026-05-16 10:17:00,Travel,Uber,1144,UPI
TXN0036,2026-05-16 12:17:00,Bills,Electricity Board,594,UPI
TXN0528,2026-05-16 14:15:00,Travel,Uber,1437,UPI
TXN0321,2026-05-16 16:33:00,Health,Pharmacy,2532,UPI
TXN0418,2026-05-16 16:42:00,Shopping,Flipkart,7921,NEFT
TXN0555,2026-05-17 09:35:00,Bills,Electricity Board,5750,UPI
TXN0680,2026-05-17 14:28:00,Shopping,Book Shop,2381,UPI
TXN0188,2026-05-17 15:18:00,Salary,ABC Ltd,48000,Bank Transfer
TXN0735,2026-05-17 17:24:00,Travel,Uber,198,UPI
TXN0632,2026-05-17 20:36:00,Transfer,Ravi Kumar,1611,UPI
TXN0048,2026-05-17 21:04:00,Shopping,Amazon,1551,NEFT
TXN0677,2026-05-18 14:42:00,Bills,Electricity Board,1543,UPI
TXN0920,2026-05-18 18:30:00,Shopping,Amazon,2773,UPI
TXN0706,2026-05-18 20:21:00,Shopping,Book Shop,2060,UPI
TXN0657,2026-05-18 21:41:00,Salary,ABC Ltd,45000,Bank Transfer
TXN0156,2026-05-19 09:22:00,Shopping,Amazon,1735,UPI
TXN0059,2026-05-19 10:15:00,Transfer,Ravi Kumar,10355,IMPS
TXN0688,2026-05-19 11:42:00,Shopping,Priya Stores,7575,UPI
TXN0159,2026-05-19 15:57:00,Travel,Uber,405,UPI
TXN0851,2026-05-19 20:54:00,Grocery,SuperMart,2107,UPI
TXN0103,2026-05-20 08:36:00,Shopping,Book Shop,3524,UPI
TXN0800,2026-05-20 08:37:00,Shopping,Priya Stores,3445,UPI
TXN0852,2026-05-20 11:43:00,Travel,Uber,569,UPI
TXN0514,2026-05-20 13:00:00,Food,Cafe Coffee,410,UPI
TXN0278,2026-05-20 14:26:00,Travel,Ola,1468,UPI
TXN0007,2026-05-20 15:09:00,Shopping,Flipkart,4179,NEFT
TXN0133,2026-05-21 08:00:00,Food,Restaurant A,787,UPI
TXN0049,2026-05-21 10:49:00,Food,Restaurant A,1280,UPI
TXN0150,2026-05-21 15:36:00,Health,Pharmacy,1603,UPI
TXN0661,2026-05-21 16:37:00,Shopping,Flipkart,5191,UPI
TXN0878,2026-05-21 17:51:00,Shopping,Amazon,5137,NEFT
TXN0723,2026-05-21 19:10:00,Salary,ABC Ltd,48000,Bank Transfer
TXN0482,2026-05-21 20:24:00,Bills,Mobile Recharge,4823,UPI
TXN0130,2026-05-22 10:10:00,Shopping,Flipkart,3944,NEFT
TXN0095,2026-05-22 10:39:00,Food,Restaurant A,777,UPI
TXN0713,2026-05-22 13:29:00,Shopping,Priya Stores,2818,NEFT
TXN0904,2026-05-22 18:15:00,Bills,Mobile Recharge,5477,UPI
TXN0201,2026-05-23 08:10:00,Bills,Electricity Board,2065,UPI
TXN0376,2026-05-23 09:01:00,Bills,Mobile Recharge,5100,UPI
TXN0614,2026-05-23 13:05:00,Shopping,Flipkart,2938,NEFT
TXN0326,2026-05-23 14:14:00,Grocery,Fresh Market,1916,UPI
TXN0694,2026-05-23 18:05:00,Health,Pharmacy,1734,UPI
TXN0203,2026-05-23 20:56:00,Shopping,Flipkart,6157,NEFT
TXN0531,2026-05-24 10:00:00,Food,Restaurant A,1787,UPI
TXN0006,2026-05-24 11:23:00,Transfer,Ravi Kumar,11647,IMPS
TXN0377,2026-05-24 13:37:00,Salary,ABC Ltd,42000,Bank Transfer
TXN0449,2026-05-24 14:25:00,Salary,ABC Ltd,48000,Bank Transfer
TXN0702,2026-05-24 15:02:00,Travel,Uber,2432,UPI
TXN0843,2026-05-24 16:37:00,Salary,ABC Ltd,50000,Bank Transfer
TXN0754,2026-05-25 12:06:00,Bills,Mobile Recharge,3687,UPI
TXN0596,2026-05-25 13:06:00,Travel,Ola,218,UPI
TXN0803,2026-05-25 19:00:00,Salary,ABC Ltd,50000,Bank Transfer
TXN0751,2026-05-25 19:13:00,Grocery,SuperMart,1034,UPI
TXN0311,2026-05-25 19:42:00,Shopping,Priya Stores,6600,UPI
TXN0187,2026-05-25 21:21:00,Grocery,SuperMart,1722,UPI
TXN0525,2026-05-26 08:33:00,Bills,Mobile Recharge,1756,UPI
TXN0080,2026-05-26 12:12:00,Bills,Mobile Recharge,5370,UPI
TXN0860,2026-05-26 13:59:00,Bills,Electricity Board,2802,UPI
TXN0636,2026-05-26 18:17:00,Grocery,Fresh Market,1672,UPI
TXN0197,2026-05-26 18:24:00,Salary,ABC Ltd,50000,Bank Transfer
TXN0229,2026-05-26 18:35:00,Grocery,SuperMart,706,UPI
TXN0123,2026-05-28 11:14:00,Food,Restaurant A,290,UPI
TXN0015,2026-05-28 11:16:00,Transfer,Ravi Kumar,2139,UPI
TXN0143,2026-05-28 11:19:00,Transfer,Ravi Kumar,7291,NEFT
TXN0488,2026-05-28 12:07:00,Transfer,Ravi Kumar,3352,NEFT
TXN0690,2026-05-28 13:26:00,Bills,Mobile Recharge,5398,UPI
TXN0837,2026-05-28 14:32:00,Travel,Uber,910,UPI
TXN0935,2026-05-28 18:42:00,Grocery,Fresh Market,2332,UPI
TXN0868,2026-05-28 18:47:00,Food,Restaurant A,1485,UPI
TXN0184,2026-05-28 19:33:00,Health,Pharmacy,3374,UPI
TXN0873,2026-05-29 08:02:00,Shopping,Book Shop,6841,UPI
TXN0318,2026-05-29 14:13:00,Transfer,Ravi Kumar,3153,UPI
TXN0807,2026-05-29 19:44:00,Bills,Mobile Recharge,2310,UPI
TXN0498,2026-05-29 20:32:00,Shopping,Priya Stores,3223,UPI
TXN0329,2026-05-30 14:30:00,Shopping,Book Shop,5730,NEFT
TXN0031,2026-05-30 14:48:00,Food,Cafe Coffee,649,UPI
TXN0720,2026-05-30 17:53:00,Transfer,Ravi Kumar,7841,NEFT
TXN0984,2026-05-30 18:00:00,Food,Restaurant A,353,UPI
TXN0915,2026-05-31 09:09:00,Grocery,SuperMart,1373,UPI
TXN0831,2026-05-31 09:56:00,Food,Cafe Coffee,920,UPI
TXN0349,2026-05-31 11:41:00,Shopping,Book Shop,7624,UPI
TXN0055,2026-05-31 11:45:00,Grocery,SuperMart,590,UPI
TXN0354,2026-05-31 13:31:00,Grocery,SuperMart,1013,UPI
TXN0923,2026-05-31 18:49:00,Shopping,Priya Stores,7336,UPI
TXN0901,2026-05-31 20:27:00,Travel,Uber,1589,UPI
TXN0338,2026-05-31 20:40:00,Transfer,Ravi Kumar,3531,NEFT
TXN0358,2026-06-01 09:51:00,Travel,Ola,2213,UPI
TXN0792,2026-06-01 17:18:00,Shopping,Amazon,6084,UPI
TXN0169,2026-06-01 17:37:00,Salary,ABC Ltd,42000,Bank Transfer
TXN0965,2026-06-01 17:41:00,Grocery,SuperMart,2081,UPI
TXN0685,2026-06-02 08:34:00,Travel,Ola,2598,UPI
TXN0786,2026-06-02 10:19:00,Food,Restaurant A,856,UPI
TXN0214,2026-06-02 12:49:00,Grocery,Fresh Market,1095,UPI
TXN0830,2026-06-02 14:37:00,Bills,Mobile Recharge,3715,UPI
TXN0487,2026-06-02 17:08:00,Grocery,SuperMart,2410,UPI
TXN0861,2026-06-02 17:11:00,Shopping,Amazon,3151,NEFT
TXN0773,2026-06-02 18:12:00,Shopping,Priya Stores,3157,NEFT
TXN0782,2026-06-02 18:31:00,Shopping,Flipkart,4250,UPI
TXN0579,2026-06-02 19:09:00,Salary,ABC Ltd,50000,Bank Transfer
TXN0044,2026-06-03 13:31:00,Travel,Ola,229,UPI
TXN0096,2026-06-04 11:35:00,Transfer,Ravi Kumar,6617,UPI
TXN0164,2026-06-04 11:45:00,Travel,Ola,1048,UPI
TXN0787,2026-06-04 19:51:00,Shopping,Flipkart,4424,NEFT
TXN0050,2026-06-05 15:13:00,Shopping,Flipkart,4917,UPI
TXN0122,2026-06-05 16:43:00,Grocery,Fresh Market,1877,UPI
TXN0226,2026-06-05 18:10:00,Shopping,Priya Stores,5566,UPI
TXN0021,2026-06-05 18:50:00,Shopping,Amazon,4875,UPI
TXN0385,2026-06-05 19:13:00,Shopping,Book Shop,6180,NEFT
TXN0312,2026-06-05 20:43:00,Travel,Ola,1322,UPI
TXN0543,2026-06-06 09:28:00,Grocery,Fresh Market,1566,UPI
TXN0533,2026-06-06 12:52:00,Transfer,Ravi Kumar,9047,UPI
TXN0613,2026-06-06 16:15:00,Shopping,Flipkart,2519,NEFT
TXN0897,2026-06-06 19:05:00,Shopping,Amazon,4105,NEFT
TXN0993,2026-06-07 12:11:00,Salary,ABC Ltd,48000,Bank Transfer
TXN0132,2026-06-07 17:42:00,Food,Restaurant A,1031,UPI
TXN0833,2026-06-07 18:04:00,Grocery,Fresh Market,848,UPI
TXN0432,2026-06-07 18:08:00,Bills,Electricity Board,3649,UPI
TXN0759,2026-06-07 18:09:00,Travel,Uber,1486,UPI
TXN0899,2026-06-07 19:43:00,Travel,Ola,1039,UPI
TXN0683,2026-06-07 21:04:00,Health,Pharmacy,428,UPI
TXN0193,2026-06-07 21:47:00,Health,Pharmacy,4708,UPI
TXN0841,2026-06-08 08:54:00,Shopping,Book Shop,3441,UPI
TXN0458,2026-06-08 10:14:00,Bills,Mobile Recharge,3586,UPI
TXN0331,2026-06-08 17:34:00,Food,Cafe Coffee,1449,UPI
TXN0561,2026-06-08 18:54:00,Grocery,SuperMart,2339,UPI
TXN0108,2026-06-08 20:47:00,Shopping,Amazon,2439,UPI
TXN0127,2026-06-09 13:21:00,Salary,ABC Ltd,42000,Bank Transfer
TXN0168,2026-06-09 17:06:00,Grocery,SuperMart,1913,UPI
TXN0260,2026-06-09 20:54:00,Travel,Ola,2711,UPI
TXN0042,2026-06-10 13:05:00,Shopping,Book Shop,5734,UPI
TXN0426,2026-06-10 13:23:00,Shopping,Amazon,4102,UPI
TXN0562,2026-06-10 17:18:00,Food,Restaurant A,1514,UPI
TXN0237,2026-06-10 18:03:00,Salary,ABC Ltd,45000,Bank Transfer
TXN0014,2026-06-10 18:33:00,Health,Pharmacy,3262,UPI
TXN0695,2026-06-10 19:35:00,Travel,Uber,2426,UPI
TXN0056,2026-06-11 09:00:00,Shopping,Flipkart,1052,UPI
TXN0264,2026-06-11 18:23:00,Shopping,Priya Stores,2460,UPI
TXN0443,2026-06-11 19:02:00,Food,Cafe Coffee,334,UPI
TXN0291,2026-06-11 19:40:00,Health,Pharmacy,2654,UPI
TXN0314,2026-06-12 11:14:00,Bills,Mobile Recharge,2553,UPI
TXN0495,2026-06-12 14:36:00,Food,Cafe Coffee,719,UPI
TXN0957,2026-06-12 19:50:00,Health,Pharmacy,378,UPI
TXN0870,2026-06-12 21:33:00,Health,Pharmacy,1062,UPI
TXN0251,2026-06-12 21:53:00,Travel,Ola,523,UPI
TXN0001,2026-06-13 09:54:00,Grocery,SuperMart,1426,UPI
TXN0625,2026-06-13 11:58:00,Grocery,SuperMart,710,UPI
TXN0301,2026-06-13 12:20:00,Travel,Ola,1195,UPI
TXN0023,2026-06-13 19:44:00,Bills,Electricity Board,2299,UPI
TXN0500,2026-06-14 10:59:00,Shopping,Book Shop,6882,NEFT
TXN0028,2026-06-14 15:49:00,Shopping,Amazon,2669,UPI
TXN0425,2026-06-14 18:50:00,Bills,Mobile Recharge,3147,UPI
TXN0896,2026-06-14 19:33:00,Shopping,Amazon,1060,UPI
TXN1001,2026-06-15 02:10:00,Transfer,Unknown Payee,75000,IMPS
TXN1002,2026-06-15 02:16:00,Transfer,Unknown Payee,70000,IMPS
TXN1003,2026-06-15 02:23:00,Transfer,Unknown Payee,68000,IMPS
TXN0908,2026-06-15 08:55:00,Shopping,Priya Stores,7855,UPI
TXN0239,2026-06-15 10:32:00,Health,Pharmacy,2476,UPI
TXN0343,2026-06-15 14:07:00,Grocery,SuperMart,1930,UPI
TXN0524,2026-06-15 14:15:00,Food,Cafe Coffee,984,UPI
TXN0451,2026-06-15 19:26:00,Travel,Uber,2232,UPI
TXN0204,2026-06-15 20:08:00,Travel,Ola,1985,UPI
TXN0177,2026-06-16 08:41:00,Shopping,Priya Stores,754,UPI
TXN0288,2026-06-16 09:22:00,Shopping,Book Shop,3191,NEFT
TXN0560,2026-06-16 11:35:00,Shopping,Priya Stores,5186,NEFT
TXN0529,2026-06-16 12:45:00,Shopping,Flipkart,1429,UPI
TXN0884,2026-06-16 13:09:00,Shopping,Amazon,7663,NEFT
TXN0368,2026-06-16 21:07:00,Bills,Electricity Board,2261,UPI
TXN0339,2026-06-17 09:41:00,Shopping,Book Shop,4508,NEFT
TXN0286,2026-06-17 10:38:00,Grocery,Fresh Market,2223,UPI
TXN0621,2026-06-17 12:22:00,Transfer,Ravi Kumar,8849,UPI
TXN0508,2026-06-17 13:39:00,Food,Restaurant A,454,UPI
TXN0676,2026-06-17 13:56:00,Grocery,Fresh Market,1031,UPI
TXN0092,2026-06-17 17:01:00,Grocery,SuperMart,1526,UPI
TXN0743,2026-06-17 19:05:00,Shopping,Priya Stores,759,UPI
TXN0853,2026-06-17 20:49:00,Shopping,Flipkart,2938,UPI
TXN0137,2026-06-18 09:26:00,Food,Restaurant A,1255,UPI
TXN0310,2026-06-18 14:45:00,Food,Restaurant A,216,UPI
TXN0734,2026-06-18 16:19:00,Grocery,SuperMart,327,UPI
TXN0258,2026-06-18 17:15:00,Travel,Ola,1842,UPI
TXN0082,2026-06-18 17:57:00,Bills,Mobile Recharge,4782,UPI
TXN0093,2026-06-19 09:46:00,Health,Pharmacy,1400,UPI
TXN0966,2026-06-19 10:13:00,Shopping,Flipkart,2889,NEFT
TXN0016,2026-06-19 11:53:00,Shopping,Priya Stores,2870,UPI
TXN0255,2026-06-19 14:50:00,Shopping,Book Shop,6730,UPI
TXN0396,2026-06-19 15:14:00,Travel,Ola,2636,UPI
TXN0609,2026-06-19 16:09:00,Bills,Electricity Board,3586,UPI
TXN0138,2026-06-19 18:48:00,Bills,Mobile Recharge,3245,UPI
TXN1004,2026-06-20 01:55:00,Transfer,New Beneficiary,95000,NEFT
TXN0302,2026-06-20 08:09:00,Health,Pharmacy,4111,UPI
TXN0733,2026-06-20 18:31:00,Health,Pharmacy,4258,UPI
TXN0491,2026-06-20 19:24:00,Grocery,Fresh Market,2444,UPI
TXN0729,2026-06-21 08:49:00,Shopping,Priya Stores,552,NEFT
TXN0697,2026-06-21 14:30:00,Shopping,Priya Stores,4796,NEFT
TXN0085,2026-06-21 19:00:00,Food,Restaurant A,1136,UPI
TXN0111,2026-06-21 20:32:00,Shopping,Priya Stores,2532,NEFT
TXN0395,2026-06-22 09:23:00,Food,Restaurant A,1107,UPI
TXN0079,2026-06-22 12:00:00,Travel,Uber,641,UPI
TXN0248,2026-06-22 12:35:00,Bills,Mobile Recharge,829,UPI
TXN0795,2026-06-22 16:31:00,Shopping,Amazon,5688,NEFT
TXN0686,2026-06-22 20:00:00,Shopping,Book Shop,898,UPI
TXN0667,2026-06-22 21:46:00,Food,Restaurant A,1681,UPI
TXN0691,2026-06-22 21:58:00,Food,Cafe Coffee,685,UPI
TXN0978,2026-06-23 13:06:00,Food,Restaurant A,556,UPI
TXN0867,2026-06-23 14:42:00,Travel,Ola,732,UPI
TXN0526,2026-06-23 15:40:00,Food,Cafe Coffee,961,UPI
TXN0118,2026-06-23 17:09:00,Food,Cafe Coffee,256,UPI
TXN0755,2026-06-23 17:13:00,Food,Cafe Coffee,986,UPI
TXN0809,2026-06-23 18:02:00,Transfer,Ravi Kumar,9199,UPI
TXN0461,2026-06-23 20:16:00,Shopping,Flipkart,4138,NEFT
TXN0325,2026-06-23 20:21:00,Salary,ABC Ltd,50000,Bank Transfer
TXN0003,2026-06-23 20:38:00,Health,Pharmacy,4767,UPI
TXN0131,2026-06-23 20:46:00,Health,Pharmacy,1725,UPI
TXN0315,2026-06-23 20:53:00,Transfer,Ravi Kumar,11800,IMPS
TXN0818,2026-06-23 21:39:00,Shopping,Amazon,6566,UPI
TXN0863,2026-06-23 21:54:00,Grocery,Fresh Market,855,UPI
TXN0536,2026-06-24 13:27:00,Salary,ABC Ltd,48000,Bank Transfer
TXN0034,2026-06-24 15:12:00,Bills,Mobile Recharge,1020,UPI
TXN0612,2026-06-24 18:58:00,Shopping,Priya Stores,6179,NEFT
TXN0037,2026-06-24 20:18:00,Grocery,Fresh Market,2499,UPI
TXN0627,2026-06-24 21:09:00,Shopping,Amazon,542,UPI
TXN0298,2026-06-24 21:31:00,Shopping,Amazon,1892,UPI
TXN0362,2026-06-25 09:50:00,Travel,Ola,1966,UPI
TXN0236,2026-06-25 11:59:00,Health,Pharmacy,2467,UPI
TXN0750,2026-06-25 12:47:00,Health,Pharmacy,4748,UPI
TXN0024,2026-06-25 13:32:00,Shopping,Book Shop,6794,UPI
TXN0777,2026-06-25 14:29:00,Shopping,Amazon,1637,NEFT
TXN0983,2026-06-25 18:45:00,Salary,ABC Ltd,42000,Bank Transfer
TXN0097,2026-06-25 18:49:00,Shopping,Book Shop,2662,NEFT
TXN0125,2026-06-25 20:16:00,Transfer,Ravi Kumar,11987,UPI
TXN1005,2026-06-25 23:48:00,Transfer,New Beneficiary,60000,IMPS
TXN0653,2026-06-26 10:00:00,Salary,ABC Ltd,48000,Bank Transfer
TXN0413,2026-06-26 14:10:00,Grocery,Fresh Market,2088,UPI
TXN0233,2026-06-26 18:08:00,Travel,Ola,1342,UPI
TXN0599,2026-06-26 18:44:00,Grocery,SuperMart,2243,UPI
TXN0794,2026-06-27 09:10:00,Shopping,Book Shop,7445,NEFT
TXN0789,2026-06-27 18:48:00,Travel,Ola,2508,UPI
TXN0161,2026-06-28 08:20:00,Shopping,Book Shop,7714,NEFT
TXN0218,2026-06-28 10:09:00,Salary,ABC Ltd,50000,Bank Transfer
TXN0623,2026-06-28 12:38:00,Shopping,Amazon,1394,UPI
TXN0698,2026-06-28 15:06:00,Travel,Uber,761,UPI
TXN0815,2026-06-28 15:43:00,Food,Cafe Coffee,337,UPI
TXN0501,2026-06-28 16:10:00,Salary,ABC Ltd,45000,Bank Transfer
TXN0263,2026-06-28 16:16:00,Grocery,Fresh Market,418,UPI
TXN0975,2026-06-28 18:17:00,Grocery,SuperMart,1180,UPI
TXN0746,2026-06-29 10:55:00,Grocery,Fresh Market,2347,UPI
TXN0333,2026-06-29 13:09:00,Salary,ABC Ltd,50000,Bank Transfer
TXN0919,2026-06-29 14:51:00,Grocery,Fresh Market,2497,UPI
TXN0020,2026-06-29 19:39:00,Salary,ABC Ltd,42000,Bank Transfer
TXN0888,2026-06-29 20:53:00,Shopping,Flipkart,4016,UPI
